env_temp,env_humid,diss_ox,ph_level,turbidity,tot_diss_solid,water_temp,hardness,wqi,sep
33.55,76.25,10,8,3.29,13677.99,28.55,114.73,174.32,0
33.47,76.54,7,7.9,3.14,23575.99,28.47,217.77,91.84,0
32.05,74.02,6,6.99,16,157.17,27.05,319.28,62.64,1
31.37,73.54,6,7.03,18,56.39,26.37,218.7,91.45,1
33.48,76.15,10,8.38,3.68,29956.36,28.48,166.88,119.85,0
31.28,73.44,7,6.72,16,64.11,26.28,224.83,88.96,1
35.39,72.67,5,6.98,2.37,20287.36,30.39,223.28,89.57,0
39.56,61.63,7,4.71,3.92,20070.57,34.56,209.34,95.54,0
33.82,76.7,6,6.98,5.33,16100.97,28.82,205.56,97.29,0
38.5,64.37,9,7.37,3.18,17606.89,33.5,220.39,90.75,0
34.29,73.4,6,7.28,16,109.02,29.29,275.28,72.65,1
31.13,74.26,6,6.62,18,67.95,26.13,230.09,86.92,1
36.14,70.13,7,7.49,3.58,25058.16,31.14,205.19,97.47,0
35.01,73.19,7,6.73,4.36,22296.06,30.01,192.44,103.93,0
34.1,72.07,6,7.03,16,24.69,29.1,188.99,105.83,1
34.51,73.95,6,7.36,16,278.39,29.51,445.72,44.87,1
38.46,63.69,7,7.15,18,105.36,33.46,273.12,73.23,1
33.75,76.6,7,9.76,3.75,17940.1,28.75,244.46,81.81,0
33.57,76.73,7,7.88,17,28.73,28.57,199.48,100.26,1
33.67,76.64,9,5.95,4.9,12767.66,28.67,190.55,104.96,0
37.03,67.08,6,7.37,3.05,14151.76,32.03,185.04,108.08,0
38.5,62.43,5,4.76,4.54,21568.43,33.5,183.35,109.08,0
34.22,75.84,7,7.3,16,281.8,29.22,451.38,44.31,1
33.67,76.64,9,6.44,3.55,24855.83,28.67,166.64,120.02,0
34.56,74.34,6,7.3,18,30.74,29.56,200.5,99.75,1
33.51,76.83,7,8,4.25,24820.49,28.51,205.55,97.3,0
33.61,76.93,7,6.8,17,62.19,28.61,232.14,86.15,1
33.98,73.73,7,7.28,18,304.13,28.98,473.1,42.27,1
34.18,72.72,6,7.28,18,110.84,29.18,278.2,71.89,1
34.26,68.42,7,6.7,18,66.03,29.26,229.67,87.08,1
29.68,78.22,6,7.01,18,165.88,24.68,329.47,60.7,1
33.58,78,8,6.16,3.48,37282.52,28.58,185.79,107.65,0
37.57,63.82,7,6.66,18,73.67,32.57,239.29,83.58,1
37.18,66.89,9,6.01,3.46,21573.75,32.18,218.84,91.39,0
37.22,66.27,6,6.61,18,58.33,32.22,224.65,89.03,1
39.27,60.99,8,6.28,3.38,12206.68,34.27,190.02,105.25,0
34.59,73.66,7,8.03,2.45,25204.67,29.59,197.61,101.21,0
34.91,73.43,8,8,3.14,45166.64,29.91,227.08,88.07,0
33.61,76.25,7,7.95,3.89,6108.8,28.61,185.42,107.86,0
35.03,71.15,7,6.96,17,20.64,30.03,187.81,106.49,1
35.37,69.75,7,7.13,18,22.67,30.37,190.29,105.1,1
34,73.63,6,7.36,18,99.85,29,267.84,74.67,1
39.67,59.99,8,9.93,4.05,19666.99,34.67,208.49,95.93,0
30.88,78.52,6,6.62,17,190.02,25.88,354.92,56.35,1
37.31,66.86,9,8,4.86,39942.95,32.31,226.77,88.2,0
31.33,76.18,6,7.2,16,198.57,26.33,361.61,55.31,1
38.51,64.85,6,7.31,17,83.11,33.51,250.29,79.91,1
39.32,62.73,7,7.87,3.74,16147,34.32,184.91,108.16,0
29.74,76.7,6,7.13,17,183.15,24.74,344.46,58.06,1
33.75,77.09,5,7.47,4.99,16679.67,28.75,212.82,93.98,0
30.85,78.52,6,6.82,18,184.87,25.85,350.91,56.99,1
36.91,69.74,7,5.79,18,56.39,31.91,225.74,88.6,1
38.53,64.47,6,4.73,3.64,34265.83,33.53,175.99,113.64,0
38.72,63.56,6,4.64,4.12,34261.99,33.72,182.42,109.64,0
38.88,63.27,10,8,4.33,19575.48,33.88,182.58,109.54,0
33.79,69.66,6,6.69,18,79.35,28.79,242.28,82.55,1
37.92,65.43,6,6.1,4.59,39352.78,32.92,211.45,94.58,0
33.31,77.26,7,6.44,16,20.64,28.31,188.96,105.84,1
33.32,76.77,7,3.68,4.48,23103.41,28.32,187.5,106.67,0
33.69,77.09,9,4.66,3.74,41452.63,28.69,170.95,116.99,0
35.86,70.36,7,8,5.54,32161.84,30.86,228.76,87.43,0
36.78,70.51,7,6.96,18,46.63,31.78,217.66,91.89,1
37.66,66.05,8,7.75,3.68,21670.59,32.66,212.27,94.22,0
33.77,76.5,8,7.95,3.32,15171.01,28.77,186.79,107.07,0
35.42,72.28,6,7.23,18,79.35,30.42,248.7,80.42,1
39.12,60.53,8,7.24,3.56,23783.1,34.12,201.19,99.41,0
32.15,73.23,7,6.8,18,22.67,27.15,187,106.95,1
33.87,75.13,7,6.85,17,155.42,28.87,324.14,61.7,1
33.91,72.78,7,6.97,16,16.55,28.91,182.12,109.82,1
31.04,74.55,6,6.67,18,69.86,26.04,232.16,86.15,1
36.11,70.52,11,7.45,2.75,4168.2,31.11,150.78,132.65,0
35.78,70.46,6,8,3.57,32865.51,30.78,163.41,122.39,0
39.48,59.89,8,5.48,4.06,21144.98,34.48,166.16,120.36,0
33.58,76.44,7,7.48,16,130.68,28.58,299.76,66.72,1
39.26,61.66,8,10.58,2.97,11298.45,34.26,213.78,93.56,0
36.6,68.9,6,7.47,3.88,19932.59,31.6,223.26,89.58,0
34.06,74.61,6,8.35,18,246.11,29.06,416.19,48.05,1
33.77,76.6,9,7.9,4.39,28723.62,28.77,168.72,118.54,0
33.5,76.83,9,5.93,3.59,19240.06,28.5,192.05,104.14,0
35.08,73.49,6,7.49,16,83.11,30.08,251.25,79.6,1
36.03,70.23,5,6.98,5.26,35701.16,31.03,175.42,114.01,0
34.28,74.57,7,7.28,16,281.8,29.28,450.21,44.42,1
37.88,64.95,10,8.02,4.31,14034.49,32.88,211.03,94.77,0
33.89,75.62,7,10.56,16,222.38,28.89,394.34,50.72,1
29.52,79.4,7,6.94,18,136.02,24.52,301.4,66.36,1
34.37,71.45,6,6.7,17,14.51,29.37,179.4,111.48,1
34.35,73.21,7,7.37,16,103.53,29.35,270.81,73.85,1
32.54,73.36,7,6.57,17,137.8,27.54,301.81,66.27,1
34.04,72.95,7,7.32,16,105.36,29.04,271.71,73.61,1
35.32,69.07,6,7.09,18,16.55,30.32,182.35,109.68,1
36.36,68.64,5,6.71,1.69,20922.15,31.36,148.25,134.9,0
39.71,60.38,8,8,3.14,15007.27,34.71,186.46,107.26,0
34.18,76.03,5,5.9,5.03,17420.09,29.18,178.68,111.93,0
35.03,71.15,6,7.06,17,22.67,30.03,188.94,105.85,1
39.32,61.95,6,9.07,4.06,22710.46,34.32,203.38,98.34,0
39.78,60.73,6,8.57,4.6,9782.34,34.78,200.07,99.96,0
33.55,76.64,6,6.32,3.4,22577.82,28.55,143.3,139.57,0
31.7,77.19,6,7,18,171.08,26.7,337.67,59.23,1
33.67,76.64,7,7.46,17,20.64,28.67,191.08,104.67,1
33.81,76.31,7,7.65,3.08,29000.59,28.81,160.77,124.4,0
33.47,77.51,6,6.39,4.42,19323.68,28.47,216.68,92.3,0
38.38,64.59,7,7.17,16,105.36,33.38,271.88,73.56,1
38.12,64.92,6,7.23,18,62.19,33.12,229.58,87.12,1
34.46,74.83,7,6.71,3.86,23748.18,29.46,203.64,98.21,0
34.26,73.5,6,7.33,18,99.85,29.26,268.2,74.57,1
37.82,65.63,11,6.65,4.39,5516.87,32.82,251.84,79.42,0
39.07,63.24,9,8.06,3.25,8712,34.07,209.84,95.31,0
34.58,74.63,6,6.81,17,64.11,29.58,232.71,85.94,1
33.48,76.34,5,6.89,4.57,17475.47,28.48,170.57,117.25,0
35,73.58,6,8.67,3.49,3802.41,30,162.36,123.18,0
34.28,72.03,7,6.25,18,264.77,29.28,431.61,46.34,1
33.36,76.87,11,6.66,3.67,9632.73,28.36,229.34,87.21,0
31.23,74.12,6,6.67,18,67.95,26.23,230.2,86.88,1
39.88,59.96,8,8.64,4.19,7013.21,34.88,168.61,118.61,0
36.6,69.19,10,6.59,4.28,30210.25,31.6,166.97,119.78,0
33.66,76.73,9,6.59,4.1,28990.3,28.66,211.17,94.71,0
39.46,60.6,5,8,3.46,12224.31,34.46,190.78,104.83,0
35.12,70.17,7,7.33,17,71.77,30.12,238.51,83.85,1
39.51,60.67,4,7.16,5.18,23718.55,34.51,214.01,93.45,0
33.31,75.01,7,6.74,16,16.55,28.31,182.92,109.34,1
33.57,77.22,8,8.24,3.55,29461.02,28.57,214.53,93.23,0
36.63,67.73,6,8,3.29,49125.36,31.63,160.6,124.54,0
33.42,77.06,7,8.15,4.95,23978.11,28.42,220.2,90.82,0
33.79,76.31,6,7.46,3.88,26559.36,28.79,227,88.11,0
33.42,77.26,7,4.85,3.89,32808.31,28.42,186.68,107.14,0
35.37,72.57,8,7.71,4.43,19789.64,30.37,191.69,104.33,0
33.35,76.87,8,3.34,3.3,42310.83,28.35,216.26,92.48,0
33.5,78,5,8.28,3.75,12715.81,28.5,242.56,82.45,0
38.38,63.72,9,8.14,2.74,33786.72,33.38,178.72,111.91,0
33.98,76.37,7,7.37,17,105.36,28.98,276.06,72.45,1
33.77,74.25,7,6.8,17,16.55,28.77,184.14,108.61,1
39.64,60.67,4,6.75,5.1,18222.93,34.64,191.98,104.18,0
33.63,74.58,6,5.89,4.39,20526.67,28.63,239.27,83.59,0
38.19,62.88,7,7.11,18,66.03,33.19,232.4,86.06,1
39.23,61.47,5,9.9,3.81,13189.52,34.23,210.65,94.94,0
33.51,76.73,8,8,3.17,17766.25,28.51,177.2,112.87,0
29.71,76.64,6,7.09,16,160.66,24.71,320.81,62.34,1
33.89,73.76,6,7.32,17,99.85,28.89,266.71,74.99,1
35.27,61.37,6,6.96,16,66.03,30.27,221.9,90.13,1
36.96,68.44,6,7.28,16,62.19,31.96,228.83,87.4,1
31.44,74.29,7,6.77,16,235.94,26.44,397.88,50.27,1
33.65,74.29,7,6.82,17,18.6,28.65,186.01,107.52,1
33.54,76.54,6,8,3.49,15617.46,28.54,228.11,87.68,0
35.76,70.26,6,7.24,17,16.55,30.76,183.57,108.95,1
34.63,73.95,6,7.31,18,96.16,29.63,265.68,75.28,1
32.38,75.84,7,6.94,17,26.71,27.38,193.25,103.49,1
37.8,65.14,4,8,5.11,37861.44,32.8,178.23,112.21,0
33.38,77.45,7,8.33,2.41,28919.81,28.38,199,100.5,0
39.05,62.18,5,6.78,3.25,13677.11,34.05,193.65,103.28,0
33.84,76.01,7,9.08,4.55,53735.9,28.84,222.04,90.07,0
36.22,70,8,6.18,3.7,15391.56,31.22,248.83,80.38,0
37.4,66.76,7,7.15,17,84.99,32.4,252.7,79.15,1
35.12,71.05,6,6.3,18,295.51,30.12,462.1,43.28,1
37.57,64.11,7,6.85,17,56.39,32.57,221.49,90.3,1
33.15,74.85,7,7.01,16,26.71,28.15,192.87,103.7,1
33.81,76.99,7,7.37,3.46,18998.35,28.81,236.48,84.57,0
38.05,65.4,6,6,4.32,16136.43,33.05,196,102.04,0
38.14,64.24,6,7.25,17,66.03,33.14,231.8,86.28,1
36.55,68.99,8,7.88,3.91,15741.08,31.55,250.9,79.71,0
37.22,63.46,7,7.33,16,69.86,32.22,233.09,85.8,1
39.49,61.83,8,6.21,3.61,13116.71,34.49,195.42,102.34,0
34.37,75.35,8,6.92,4.24,16515.87,29.37,201.41,99.3,0
38.23,61.59,6,7.16,18,67.95,33.23,232.16,86.15,1
33.7,76.99,10,8.65,3.33,32571.05,28.7,201.44,99.29,0
34.94,73.19,6,6.93,17,290.36,29.94,458.36,43.63,1
35.04,68.9,7,6.7,18,8.32,30.04,174,114.94,1
33.28,75.6,6,7.26,17,99.85,28.28,267.27,74.83,1
38.53,64.56,6,7.29,17,75.56,33.53,242.47,82.48,1
33.98,77.34,7,8.28,17,134.24,28.98,306.82,65.18,1
34.41,76.81,6,7.35,17,84.99,29.41,255.97,78.13,1
34.02,73.14,7,7.35,16,99.85,29.02,266.38,75.08,1
33.6,76.44,5,5.47,4.93,12305.91,28.6,180.38,110.88,0
33.77,72.78,6,7.42,18,16.55,28.77,183.29,109.12,1
32.63,73.94,7,6.8,18,22.67,27.63,188.67,106.01,1
33.47,77.03,6,9.13,4.77,9929.19,28.47,266.74,74.98,0
34.22,73.5,7,6.78,17,16.55,29.22,184.27,108.54,1
33.75,77.19,8,6.45,5.57,25257.65,28.75,175.48,113.97,0
33.73,74.25,8,7.81,2.8,17329.8,28.73,193.55,103.33,0
38.77,62.4,10,8.08,3.68,29483.6,33.77,195.8,102.14,0
34.6,73.46,7,7.27,18,32.74,29.6,202.67,98.68,1
34.33,71.84,7,8.23,16,264.77,29.33,431.5,46.35,1
38.13,63.95,7,6.69,18,69.86,33.13,236.76,84.47,1
38.48,62.92,6,7.21,16,69.86,33.48,233.95,85.49,1
35.08,73.1,6,6.04,4.91,13593.6,30.08,150.67,132.74,0
37.09,65.53,7,6.84,16,26.71,32.09,191.26,104.57,1
32.98,75.15,7,6.98,16,22.67,27.98,188.76,105.95,1
33.94,71.97,7,7.33,16,281.8,28.94,446.98,44.74,1
33.47,76.44,9,8,3.95,32349.1,28.47,192.74,103.77,0
35.23,75.4,6,6.76,16,48.59,30.23,218.21,91.65,1
33.35,76.97,7,7.09,3.23,25399.11,28.35,172.69,115.81,0
30.16,77.06,7,6.9,17,165.88,25.16,329.16,60.76,1
33.4,76.67,6,6.98,5.44,30862.78,28.4,200.47,99.77,0
37.6,65.66,6,7.31,16,69.86,32.6,235.03,85.1,1
32.39,73.98,7,6.62,17,158.91,27.39,323.29,61.86,1
34.82,73.43,7,6.97,2.96,12256.68,29.82,158.04,126.55,0
33.54,77.32,6,5.3,18,123.51,28.54,292.21,68.44,1
36.03,68.57,7,7.12,17,16.55,31.03,183.3,109.11,1
33.82,76.4,4,8.01,5.29,49341.42,28.82,187.23,106.82,0
34.33,73.4,7,7.33,17,94.31,29.33,262.7,76.13,1
33.79,73.27,6,7.35,18,98.01,28.79,265.21,75.41,1
35.13,72.31,6,7.26,18,81.23,30.13,250.06,79.98,1
39.37,61.57,7,7.57,3.69,8672.53,34.37,227.98,87.73,0
33.5,76.73,8,6.08,2.09,31321.08,28.5,182.41,109.64,0
38.31,64.69,6,8,2.72,19037.46,33.31,188.74,105.96,0
36.03,65.75,6,6.68,17,191.73,31.03,354.22,56.46,1
33.6,77.42,6,7.17,2.21,13163.03,28.6,199.16,100.42,0
39.37,61.08,5,8.6,3.52,14518.97,34.37,189.52,105.53,0
37.04,68.44,6,7.23,18,112.66,32.04,281.41,71.07,1
33.67,76.93,7,8.86,5.76,17465.1,28.67,181.67,110.09,0
37.04,66.79,8,5.35,3.31,11797.92,32.04,232.67,85.96,0
33.47,77.42,6,11.56,5.11,19359.43,28.47,174.94,114.32,0
36.99,65.43,6,7.22,18,44.66,31.99,210.29,95.11,1
35.75,70.17,7,6.79,18,114.48,30.75,282.94,70.69,1
33.42,76.87,7,6.66,3.97,16828.88,28.42,182.39,109.66,0
33.47,77.42,7,7.01,3.59,26597.59,28.47,219.92,90.94,0
34.46,70.24,6,7.48,17,118.1,29.46,282.74,70.74,1
36.89,67.11,7,5.27,17,174.54,31.89,339.7,58.88,1
37.04,66.89,6,7.86,4.53,5619.14,32.04,204.78,97.66,0
32.34,72.61,6,6.84,17,20.64,27.34,182.77,109.43,1
35.91,66.73,7,6.67,18,88.73,30.91,253.95,78.76,1
39.52,61.92,6,7.38,4.53,15340.95,34.52,175.01,114.28,0
36.2,66.99,6,7,17,20.64,31.2,185.03,108.09,1
37.41,63.95,6,6.86,17,54.45,32.41,218.08,91.71,1
33.44,76.77,9,5.84,5.05,16087.27,28.44,157.88,126.68,0
33.45,76.73,7,6.89,18,18.6,28.45,189.12,105.75,1
33.57,76.64,8,8,4.45,7845.47,28.57,209.16,95.62,0
33.5,77.03,6,5.41,18,177.99,28.5,346.43,57.73,1
33.36,77.06,9,7.29,3.53,31617.08,28.36,233.98,85.48,0
33.44,76.77,7,9.35,3.62,13749.6,28.44,201.63,99.19,0
33.63,76.54,7,8,4.32,36520.66,28.63,192.62,103.83,0
35.13,71.73,7,7.34,17,20.64,30.13,188.97,105.84,1
38.75,63.18,3,4.74,2.94,27215.9,33.75,162.25,123.27,0
33.73,75.04,4,4.03,5.02,33219.07,28.73,303.7,65.85,0
31.2,74.42,6,6.73,17,69.86,26.2,231.41,86.43,1
33.95,71,7,6.67,16,247.8,28.95,411.37,48.62,1
35.84,70.17,7,6.96,4.89,15007.42,30.84,214.38,93.29,0
37.19,67.18,6,7.22,17,64.11,32.19,230.89,86.62,1
32.41,82.21,6,6.78,17,26.71,27.41,198.52,100.75,1
31.17,74.65,6,6.67,16,69.86,26.17,230.52,86.76,1
35.9,69.87,8,6.47,4.13,24246.5,30.9,164.77,121.38,0
33.82,76.79,6,6.49,4.37,30453.62,28.82,189.03,105.8,0
34.82,73.52,8,8,3.24,20626.52,29.82,213.47,93.69,0
39.45,62.05,8,5.52,3.76,12531.6,34.45,168.73,118.53,0
37.67,63.91,8,7.79,4.22,25506.91,32.67,164.96,121.24,0
34.04,73.83,6,7.32,16,305.86,29.04,472.09,42.36,1
33.72,76.21,5,6.56,5.29,56320.59,28.72,241.29,82.89,0
33.94,77.15,3,6.99,3.72,20389.59,28.94,152.98,130.74,0
34.86,64.16,7,7.01,17,58.33,29.86,218.22,91.65,1
33.95,73.05,7,7.33,18,325,28.95,493.28,40.54,1
33.4,75.6,7,6.56,17,160.66,28.4,328.62,60.86,1
39.52,60.86,9,5.39,3.58,19646.23,34.52,163.34,122.44,0
32.68,74.49,7,6.82,17,20.64,27.68,186.31,107.35,1
32.57,75.02,6,6.96,18,26.71,27.57,192.83,103.72,1
33.4,77.26,6,8,3.88,20004.73,28.4,169.55,117.96,0
38.96,62.47,8,7.37,3.81,18452.02,33.96,213.2,93.81,0
36.09,73.34,7,7.09,16,46.63,31.09,217.24,92.06,1
32.95,75.54,6,7.28,17,101.69,27.95,268.41,74.51,1
34.11,74.8,7,7.31,16,30.74,29.11,199.07,100.47,1
38.2,65.56,5,7.47,3.38,36701.97,33.2,240.35,83.21,0
33.4,75.4,6,6.94,16,208.79,28.4,374.93,53.34,1
39.32,61.57,8,6.78,3.32,19663.79,34.32,189.44,105.57,0
32.94,75.24,7,6.99,16,26.71,27.94,192.82,103.72,1
30.13,76.86,7,7.02,16,169.35,25.13,331.49,60.33,1
35.45,65.82,6,6.67,17,261.37,30.45,422.76,47.31,1
33.79,68.78,7,6.94,18,66.03,28.79,229.33,87.21,1
38.5,64.37,9,7.37,3.18,17606.89,33.5,220.39,90.75,0
33.29,76.77,9,6.07,4.91,9323.22,28.29,200.92,99.54,0
35.72,70.95,6,7.09,18,114.48,30.72,282.96,70.68,1
32.68,75.28,7,6.95,17,26.71,27.68,193.3,103.47,1
39.2,62.85,9,8,3.82,36290.75,34.2,223.44,89.51,0
39.33,61.86,8,1.84,5.01,28689.6,34.33,233.76,85.56,0
34,76.76,7,7.28,16,285.22,29,455.26,43.93,1
39.37,61.95,7,3.91,3.9,32144.8,34.37,233.4,85.69,0
33.39,76.48,6,6.37,4.54,17502.88,28.39,180.96,110.52,0
33.53,76.34,10,6.42,3.14,26034.53,28.53,180.29,110.93,0
38.22,65.37,7,7.81,2.9,17516.7,33.22,180.35,110.9,0
38.5,62.34,6,3.64,3.46,24752.07,33.5,183.91,108.75,0
33.55,76.64,7,6.65,4.17,23432.11,28.55,170.27,117.46,0
33.53,76.64,8,7.07,4.88,16739.27,28.53,208.92,95.73,0
39.12,63.05,6,7.8,4.08,14160.69,34.12,216.67,92.3,0
33.6,75.85,6,6.77,16,56.39,28.6,223.21,89.6,1
33.69,76.5,6,6.95,18,18.6,28.69,188.43,106.14,1
33.98,76.46,5,7.83,5.2,33337.11,28.98,176.73,113.17,0
36.14,66.34,7,6.71,18,28.73,31.14,194.06,103.06,1
33.76,76.79,8,4.88,3.62,28392.42,28.76,136.56,146.46,0
33.48,72.92,6,6.87,17,116.29,28.48,281.04,71.16,1
39.37,61.27,4,8.42,3.96,13237.99,34.37,185.72,107.69,0
33.75,76.31,6,7.45,4.37,32251.36,28.75,193.04,103.6,0
33.98,72.46,6,7.44,16,99.85,28.98,264.71,75.55,1
33.7,76.79,9,3.72,2.35,15900.8,28.7,199.08,100.46,0
33.5,76.44,6,4.85,3.64,20227.64,28.5,146.63,136.4,0
33.72,76.21,6,5.69,2.99,14083.83,28.72,241.22,82.91,0
33.6,76.25,8,8,3.83,35434.28,28.6,237.08,84.36,0
36.82,67.7,6,8.98,4.26,24967.32,31.82,184.31,108.51,0
35.93,69.94,7,7.28,16,18.6,30.93,185.68,107.71,1
30.54,78.85,7,7.52,16,220.69,25.54,386.14,51.79,1
34.29,73.69,7,7,16,257.97,29.29,425.24,47.03,1
34.53,73.27,7,7.09,18,116.29,29.53,285.71,70,1
38.05,64.04,7,6.68,18,52.5,33.05,219.32,91.19,1
39.57,60.76,9,7.92,4.76,20012.17,34.57,224.15,89.23,0
37.67,63.82,7,6.97,17,771.77,32.67,936.9,21.35,1
33.12,74.65,6,6.99,17,24.69,28.12,190.57,104.95,1
29.98,76.76,6,7.14,18,169.35,24.98,332.21,60.2,1
35.42,71.99,7,6.75,17,73.67,30.42,242.25,82.56,1
37.83,65.72,8,6.24,3.47,19605.03,32.83,171.1,116.89,0
38.04,62.59,7,6.63,16,88.73,33.04,252.03,79.36,1
33.72,72.39,6,7.27,17,98.01,28.72,263.11,76.01,1
39.01,63.82,7,7.19,18,99.85,34.01,268.88,74.38,1
32.29,73.39,7,6.76,16,20.64,27.29,183.37,109.07,1
39.32,61.37,6,8.59,3.57,15791.68,34.32,270.02,74.07,0
33.6,76.44,7,8,2.52,12229.3,28.6,210.74,94.9,0
33.05,73.38,6,6.8,18,88.73,28.05,254.01,78.74,1
33.95,73.05,7,7.24,18,225.77,28.95,393.96,50.77,1
32.61,76.98,6,6.98,18,42.68,27.61,210.86,94.85,1
36.24,68.93,6,6.79,16,127.1,31.24,292.3,68.42,1
32.46,74.04,7,6.66,16,164.14,27.46,327.76,61.02,1
38.48,63.79,7,5.04,3.91,25866.1,33.48,170.36,117.4,0
33.91,76.7,7,8.55,2.94,39030.6,28.91,217.8,91.83,0
35.01,72.9,7,7.58,16,286.93,30.01,455.43,43.91,1
37.58,65.85,7,8.5,5.61,21289.18,32.58,193.91,103.14,0
33.5,77.42,8,0.98,2.53,31145.11,28.5,221.2,90.41,0
39.52,60.67,6,6.34,18,81.23,34.52,246.28,81.21,1
33.47,76.25,8,6.12,3.98,22481.03,28.47,158.73,126,0
34.79,74.11,7,10.2,3.27,21708.95,29.79,211.96,94.36,0
33.67,76.64,8,7.95,3.04,24244.11,28.67,277.12,72.17,0
34.16,72.36,6,7.31,17,302.4,29.16,468.39,42.7,1
31.78,77.09,6,6.96,18,153.67,26.78,320.28,62.45,1
33.54,75.66,6,7.3,16,83.11,28.54,250.15,79.95,1
33.33,73.44,7,6.97,16,30.74,28.33,195.81,102.14,1
32.09,74.41,7,6.82,16,24.69,27.09,188.1,106.33,1
33.69,69.66,6,6.83,16,67.95,28.69,228.82,87.4,1
37.07,66.5,6,9.32,3.01,15751.18,32.07,212.71,94.02,0
32.75,74.1,6,6.83,16,54.45,27.75,217.88,91.79,1
36.73,68.38,7,6.91,18,62.19,31.73,230.94,86.6,1
38.75,64.24,6,7.25,18,99.85,33.75,267.84,74.67,1
34.21,65.1,7,7.03,18,62.19,29.21,222.74,89.79,1
31.72,74.93,6,6.99,16,157.17,26.72,319.53,62.59,1
33.63,76.73,7,8.21,5.13,17414.52,28.63,204.67,97.72,0
39.38,60.99,10,7.63,2.93,16312.15,34.38,199.65,100.17,0
33.12,74.75,7,6.9,18,24.69,28.12,192.58,103.85,1
34.62,73.95,6,7.35,18,278.39,29.62,447.93,44.65,1
36.69,64.3,7,6.86,18,20.64,31.69,185.18,108,1
34.02,76.66,7,7.38,17,105.36,29.02,276.44,72.35,1
38.47,62.43,6,5.12,3.9,19620.55,33.47,191.95,104.19,0
33.51,76.93,8,8,3.71,22746.06,28.51,196.08,102,0
37.98,65.79,7,6.51,17,50.55,32.98,217.81,91.82,1
34.06,73.44,7,7.41,16,304.13,29.06,471.1,42.45,1
35.81,70.36,7,6.93,16,127.1,30.81,294.01,68.02,1
33.77,76.79,7,5.86,2.75,19231.03,28.77,163.5,122.33,0
36.63,67.73,7,7.15,16,32.74,31.63,198.88,100.56,1
33.72,76.99,9,8,4.24,17317.69,28.72,233.69,85.58,0
33.95,77.15,7,6.85,3.82,26296.95,28.95,199.78,100.11,0
39.05,62.95,5,7.44,2.5,17259.85,34.05,183.36,109.07,0
33.44,76.87,6,6.91,4.69,16965.31,28.44,184.94,108.14,0
30.08,76.57,7,7.01,17,62.19,25.08,224.93,88.92,1
33.75,76.7,11,5.17,3.84,17914.34,28.75,206.27,96.96,0
34.28,75.54,7,6.97,16,101.69,29.28,270.76,73.87,1
36.43,69.61,6,8.1,17,162.4,31.43,330.97,60.43,1
32.93,74.95,7,6.96,18,22.67,27.93,190.44,105.02,1
34.18,72.03,7,7.33,16,304.13,29.18,469.85,42.57,1
32.91,74.79,7,6.97,17,24.69,27.91,191.27,104.56,1
33.7,76.7,7,8.07,17,136.02,28.7,307.19,65.11,1
34.29,72.62,7,7.33,16,112.66,29.29,279.19,71.64,1
39.42,61.27,7,6.51,4.5,29534.69,34.42,240.29,83.23,0
30.62,79.93,6,7.66,16,210.5,25.62,376.33,53.14,1
35.25,72.57,7,8,3.36,38119.19,30.25,194.76,102.69,0
38.1,64.34,6,7.19,18,69.86,33.1,236.59,84.53,1
33.66,77.03,9,7.45,3.64,24741.53,28.66,225.4,88.73,0
35.9,70.85,6,7.34,16,98.01,30.9,265,75.47,1
30.83,73.61,6,6.81,16,62.19,25.83,221.27,90.39,1
38.81,63.56,7,6.9,16,60.26,33.81,226.34,88.36,1
34.07,75.49,7,6.63,2.53,21495.54,29.07,195.7,102.2,0
33.76,76.79,8,8,3.99,19026.67,28.76,214.22,93.36,0
34.14,73.24,6,7.25,16,112.66,29.14,278.43,71.83,1
37.75,65.53,7,7.33,18,73.67,32.75,242.03,82.63,1
35.9,70.95,7,6.13,3.84,22207.48,30.9,198.02,101,0
39.3,62.34,7,8.97,3.65,16764.85,34.3,228.69,87.45,0
32.93,74.65,6,6.7,17,20.64,27.93,185.85,107.61,1
34.93,76.61,6,7.6,18,40.71,29.93,213.78,93.55,1
33.01,73.48,7,6.98,17,30.74,28.01,196.22,101.93,1
33.45,74.97,6,6.75,17,16.55,28.45,183.17,109.19,1
33.44,76.67,8,6.63,3.44,9809.9,28.44,232.74,85.93,0
35.01,69.98,7,6.79,17,18.6,30.01,184.39,108.47,1
33.88,76.31,8,8,3.5,18128.91,28.88,196.43,101.82,0
38.27,62.56,7,6.63,18,99.85,33.27,265.58,75.31,1
35.31,71.6,7,7.34,17,20.64,30.31,189.2,105.71,1
39.54,60.76,6,6.43,3.57,20920.25,34.54,202.94,98.55,0
32.3,73.88,6,5.93,16,167.61,27.3,329.02,60.79,1
39.46,61.47,9,9.27,5.26,14333.54,34.46,204.36,97.87,0
33.26,75.89,6,7.2,3.88,37308.99,28.26,147.71,135.4,0
37.83,66.99,6,7.13,18,32.74,32.83,201.52,99.25,1
39.27,61.66,7,8.02,3.44,21759.36,34.27,175.87,113.72,0
33.28,77.65,7,6.66,3.87,18844.04,28.28,205.54,97.3,0
38.41,64.89,7,7.34,18,64.11,33.41,233.16,85.78,1
39.64,60.67,9,5.68,2.34,35643.18,34.64,188.19,106.28,0
38.41,63.82,8,5.77,3.09,31155.99,33.41,184.4,108.46,0
